01-01 00:40:45.918  2955  2955 I kernel  : Start to log kernel message
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.813157] usb 3-1: SerialNumber: CVH7N16612000359
07-26 15:18:19.960  2955  2955 I kernel  : <4>[ 1189.818601] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:18:19.960  2955  2955 I kernel  : <4>[ 1189.818670] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:18:19.960  2955  2955 I kernel  : <3>[ 1189.818731] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:18:19.960  2955  2955 I kernel  : <6>[ 1189.818797] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:18:20.290  2955  2955 I kernel  : <4>[ 1190.148705] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:18:20.290  2955  2955 I kernel  : <4>[ 1190.148775] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:18:20.290  2955  2955 I kernel  : <3>[ 1190.148846] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:18:20.290  2955  2955 I kernel  : <6>[ 1190.148901] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:18:23.160  2955  2955 I kernel  : <6>[ 1193.014086] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:23.160  2955  2955 I kernel  : <6>[ 1193.014958] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:18:23.160  2955  2955 I kernel  : <6>[ 1193.017408] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:23.160  2955  2955 I kernel  : <6>[ 1193.020824] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:29.520  2955  2955 I kernel  : <6>[ 1199.371488] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:29.520  2955  2955 I kernel  : <6>[ 1199.372338] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:18:29.520  2955  2955 I kernel  : <6>[ 1199.374053] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:29.520  2955  2955 I kernel  : <6>[ 1199.377781] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:34.220  2955  2955 I kernel  : <6>[ 1204.073006] omap-iommu 55082000.mmu: 55082000.mmu: version 2.1
07-26 15:18:35.990  2955  2955 I kernel  : <6>[ 1205.846512] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:18:35.990  2955  2955 I kernel  : <6>[ 1205.846602] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:35.990  2955  2955 I kernel  : <6>[ 1205.849914] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:18:36.000  2955  2955 I kernel  : <6>[ 1205.854195] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:19:12.165  2955  2955 I kernel  : <4>[ 1242.025668] omap_hwmod: mmu_ipu2: _wait_target_disable failed
07-26 15:19:14.610  2955  2955 I kernel  : <6>[ 1244.469152] omap-iommu 55082000.mmu: 55082000.mmu: version 2.1
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603556] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0804a 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603587] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0804c 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603612] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0804e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603634] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603658] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603679] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603699] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603722] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:18.750  2955  2955 I kernel  : <6>[ 1248.603744] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20c0004e 00000000 c04043fe
07-26 15:19:32.240  2955  2955 I kernel  : <6>[ 1262.091829] usb 3-1: USB disconnect, device number 3
07-26 15:19:34.530  2955  2955 I kernel  : <6>[ 1264.381108] usb 3-1: new high-speed USB device number 4 using xhci-hcd
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.522141] usb 3-1: New USB device found, idVendor=18d1, idProduct=4ee7
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.522157] usb 3-1: New USB device strings: Mfr=1, Product=2, SerialNumber=3
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.522168] usb 3-1: Product: Nexus 6P
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.522177] usb 3-1: Manufacturer: Huawei
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.522186] usb 3-1: SerialNumber: CVH7N16612000359
07-26 15:19:34.671  2955  2955 I kernel  : <4>[ 1264.525128] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:19:34.671  2955  2955 I kernel  : <4>[ 1264.525199] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:19:34.671  2955  2955 I kernel  : <3>[ 1264.525279] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:19:34.671  2955  2955 I kernel  : <6>[ 1264.525327] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:19:34.710  2955  2955 I kernel  : <4>[ 1264.565249] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:19:34.710  2955  2955 I kernel  : <4>[ 1264.565326] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:19:34.710  2955  2955 I kernel  : <3>[ 1264.565411] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:19:34.710  2955  2955 I kernel  : <6>[ 1264.565481] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:19:34.720  2955  2955 I kernel  : <6>[ 1264.576202] usb 3-1: USB disconnect, device number 4
07-26 15:19:35.080  2955  2955 I kernel  : <6>[ 1264.931080] usb 3-1: new high-speed USB device number 5 using xhci-hcd
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.073574] usb 3-1: New USB device found, idVendor=18d1, idProduct=2d01
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.073590] usb 3-1: New USB device strings: Mfr=1, Product=2, SerialNumber=3
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.073600] usb 3-1: Product: Nexus 6P
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.073609] usb 3-1: Manufacturer: Huawei
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.073618] usb 3-1: SerialNumber: CVH7N16612000359
07-26 15:19:35.222  2955  2955 I kernel  : <4>[ 1265.077681] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:19:35.222  2955  2955 I kernel  : <4>[ 1265.077753] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:19:35.222  2955  2955 I kernel  : <3>[ 1265.077818] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:19:35.222  2955  2955 I kernel  : <6>[ 1265.077867] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:19:35.340  2955  2955 I kernel  : <4>[ 1265.200361] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
07-26 15:19:35.340  2955  2955 I kernel  : <4>[ 1265.200439] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
07-26 15:19:35.340  2955  2955 I kernel  : <3>[ 1265.200511] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
07-26 15:19:35.340  2955  2955 I kernel  : <6>[ 1265.200568] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
07-26 15:19:40.144  2955  2955 I kernel  : <4>[ 1270.005163] omap_hwmod: mmu_ipu2: _wait_target_disable failed
07-26 15:19:40.760  2955  2955 I kernel  : <6>[ 1270.618903] omap-iommu 55082000.mmu: 55082000.mmu: version 2.1
07-26 15:21:49.891  2955  2955 I kernel  : <3>[ 1399.748221] omapdrm omapdrm.0: already a pending flip
07-26 15:22:05.160  2955  2955 I kernel  : <38>[ 1415.019346] type=1400 audit(1501082525.062:21): avc: denied { write } for pid=3016 comm="Binder_1" name="/" dev="tmpfs" ino=1427 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045034] type=1400 audit(1501082525.062:22): avc: denied { add_name } for pid=3016 comm="Binder_1" name="most_log.gz" scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045186] type=1400 audit(1501082525.062:23): avc: denied { create } for pid=3016 comm="Binder_1" name="most_log.gz" scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045304] type=1400 audit(1501082525.062:24): avc: denied { open } for pid=3016 comm="Binder_1" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045416] type=1400 audit(1501082525.102:25): avc: denied { setattr } for pid=3016 comm="Binder_1" name="most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045526] type=1400 audit(1501082525.112:26): avc: denied { read } for pid=4274 comm="s.LogController" name="most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.045972] type=1400 audit(1501082525.112:27): avc: denied { open } for pid=4274 comm="s.LogController" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.046090] type=1400 audit(1501082525.112:28): avc: denied { getattr } for pid=4274 comm="s.LogController" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:system_app:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.046224] type=1400 audit(1501082525.122:29): avc: denied { getattr } for pid=2961 comm="ringsniffer" path="/mnt/utilsfs/most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.046381] type=1400 audit(1501082525.122:30): avc: denied { remove_name } for pid=2961 comm="ringsniffer" name="most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:tmpfs:s0 tclass=dir permissive=1
07-26 15:22:05.190  2955  2955 I kernel  : <38>[ 1415.046492] type=1400 audit(1501082525.122:31): avc: denied { unlink } for pid=2961 comm="ringsniffer" name="most_log.gz" dev="tmpfs" ino=48734 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:hrao_native_service_tmpfs:s0 tclass=file permissive=1
07-26 15:22:11.520  2955  2955 I kernel  : <4>[ 1421.374184] dumpstate (9172): /proc/9172/oom_adj is deprecated, please use /proc/9172/oom_score_adj instead.
07-26 15:22:12.220  2955  2955 I kernel  : <38>[ 1422.073273] type=1400 audit(1501082532.202:32): avc: denied { write } for pid=2374 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
07-26 15:22:13.510  2955  2955 I kernel  : <3>[ 1423.366883] omapdrm omapdrm.0: already a pending flip
07-26 15:22:14.010  2955  2955 I kernel  : <38>[ 1423.863218] type=1400 audit(1501082533.992:33): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:22:30.420  2955  2955 I kernel  : <4>[ 1440.272481] Bits 55-60 of /proc/PID/pagemap entries are about to stop being page-shift some time soon. See the linux/Documentation/vm/pagemap.txt for details.
07-26 15:22:40.230  2955  2955 I kernel  : <38>[ 1450.089686] type=1400 audit(1501082560.212:34): avc: denied { write } for pid=2374 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
07-26 15:22:52.050  2955  2955 I kernel  : <4>[ 1461.903338] R(sync0): no free DMA buffers, dropping dd8b4f00 from file queue
07-26 15:22:52.050  2955  2955 I kernel  : <4>[ 1461.906007] R(sync0): no free DMA buffers, dropping dd8b5000 from file queue
07-26 15:22:52.050  2955  2955 I kernel  : <4>[ 1461.908669] R(sync0): no free DMA buffers, dropping dd8b4700 from file queue
07-26 15:22:52.120  2955  2955 I kernel  : <38>[ 1461.979867] type=1400 audit(1501082572.102:35): avc: denied { connectto } for pid=2387 comm="dr_hal_service" path="/dev/socket/dr_recording_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:22:56.490  2955  2955 I kernel  : <3>[ 1466.344580] omapdrm omapdrm.0: already a pending flip
07-26 15:23:01.120  2955  2955 I kernel  : <3>[ 1470.978291] omapdrm omapdrm.0: already a pending flip
07-26 15:23:20.530  2955  2955 I kernel  : <3>[ 1490.382250] omapdrm omapdrm.0: already a pending flip
07-26 15:23:20.890  2955  2955 I kernel  : <38>[ 1490.748672] type=1400 audit(1501082600.872:36): avc: denied { call } for pid=9565 comm="dumpsys" scontext=u:r:dumpstate:s0 tcontext=u:r:init:s0 tclass=binder permissive=1
07-26 15:23:22.086  2955  2955 I kernel  : <3>[ 1491.938165] omapdrm omapdrm.0: already a pending flip
07-26 15:23:22.100  2955  2955 I kernel  : <4>[ 1491.956936] drop_rx: 707 callbacks suppressed
07-26 15:23:22.100  2955  2955 I kernel  : <4>[ 1491.956951] R(sync0): no free DMA buffers, dropping dd8b5000 from file queue
07-26 15:23:22.100  2955  2955 I kernel  : <4>[ 1491.959596] R(sync0): no free DMA buffers, dropping dd8b4800 from file queue
07-26 15:23:22.110  2955  2955 I kernel  : <4>[ 1491.962263] R(sync0): no free DMA buffers, dropping dd8b4a00 from file queue
07-26 15:23:22.540  2955  2955 I kernel  : <3>[ 1492.395419] omapdrm omapdrm.0: already a pending flip
07-26 15:23:28.610  2955  2955 I kernel  : <3>[ 1498.467163] omapdrm omapdrm.0: already a pending flip
07-26 15:23:31.010  2955  2955 I kernel  : <3>[ 1500.868505] omapdrm omapdrm.0: already a pending flip
07-26 15:23:31.531  2955  2955 I kernel  : <38>[ 1501.387365] type=1400 audit(1501082611.512:37): avc: denied { write } for pid=2376 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
07-26 15:23:47.410  2955  2955 I kernel  : <6>[ 1517.267257] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:23:47.410  2955  2955 I kernel  : <6>[ 1517.267320] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:23:47.420  2955  2955 I kernel  : <6>[ 1517.272215] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:23:47.430  2955  2955 I kernel  : <6>[ 1517.282256] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:02.450  2955  2955 I kernel  : <6>[ 1532.306120] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:02.450  2955  2955 I kernel  : <6>[ 1532.306961] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:24:02.450  2955  2955 I kernel  : <6>[ 1532.309074] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:02.460  2955  2955 I kernel  : <6>[ 1532.314642] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:14.070  2955  2955 I kernel  : <6>[ 1543.925245] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:14.070  2955  2955 I kernel  : <6>[ 1543.927956] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:24:14.070  2955  2955 I kernel  : <6>[ 1543.927996] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:14.070  2955  2955 I kernel  : <6>[ 1543.928621] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:24:14.080  2955  2955 I kernel  : <6>[ 1543.932242] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:24:39.090  2955  2955 I kernel  : <38>[ 1568.941574] type=1400 audit(1501082679.061:38): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:24:39.260  2955  2955 I kernel  : <3>[ 1569.114323] show_nor_ascii: data (39540-TJBA-A110) length(32)
07-26 15:24:39.260  2955  2955 I kernel  : <3>[ 1569.114338] show_ascii: data (39540-TJBA-A110) length(32)
07-26 15:24:47.140  2955  2955 I kernel  : <3>[ 1576.999510] omapdrm omapdrm.0: already a pending flip
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819248] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20008044 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819281] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20008046 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819301] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20000046 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819319] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20000046 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819350] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20008048 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819365] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20000048 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819379] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 20000048 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819400] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 2000804a 00000000 004043fe
07-26 15:24:53.960  2955  2955 I kernel  : <6>[ 1583.819421] mlb150: RX_CH: 7, CDT[127:0] 0cc000ff 2000804c 00000000 004043fe
07-26 15:24:54.180  2955  2955 I kernel  : <38>[ 1584.033975] type=1400 audit(1501082694.151:39): avc: denied { write } for pid=3051 comm="a.tjba.usbaudio" name="property_service" dev="tmpfs" ino=1434 scontext=u:r:platform_app:s0 tcontext=u:object_r:property_socket:s0 tclass=sock_file permissive=1
07-26 15:24:54.240  2955  2955 I kernel  : <38>[ 1584.094707] type=1400 audit(1501082694.151:40): avc: denied { connectto } for pid=3051 comm="a.tjba.usbaudio" path="/dev/socket/property_service" scontext=u:r:platform_app:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
07-26 15:25:31.801  2955  2955 I kernel  : <3>[ 1621.654786] omapdrm omapdrm.0: already a pending flip
07-26 15:26:07.230  2955  2955 I kernel  : <3>[ 1657.090430] omapdrm omapdrm.0: already a pending flip
07-26 15:26:35.720  2955  2955 I kernel  : <36>[ 1685.574914] type=1400 audit(1501082795.701:41): avc: granted { write } for pid=3162 comm="Binder_3" name="presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:26:35.730  2955  2955 I kernel  : <36>[ 1685.582731] type=1400 audit(1501082795.701:42): avc: granted { write } for pid=3162 comm="Binder_3" path="/data/system/persistence/presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:26:35.730  2955  2955 I kernel  : <36>[ 1685.582953] type=1400 audit(1501082795.701:43): avc: granted { write } for pid=3162 comm="Binder_3" name="presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:26:45.600  2955  2955 I kernel  : <3>[ 1695.458259] omapdrm omapdrm.0: already a pending flip
07-26 15:26:46.480  2955  2955 I kernel  : <36>[ 1696.338277] type=1400 audit(1501082806.461:44): avc: granted { write } for pid=2633 comm="Binder_2" name="presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:26:46.500  2955  2955 I kernel  : <36>[ 1696.358015] type=1400 audit(1501082806.461:45): avc: granted { write } for pid=2633 comm="Binder_2" path="/data/system/persistence/presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:26:46.500  2955  2955 I kernel  : <36>[ 1696.358170] type=1400 audit(1501082806.461:46): avc: granted { write } for pid=2633 comm="Binder_2" name="presetFMttuner.pref" dev="mmcblk0p20" ino=421982 scontext=u:r:system_app:s0 tcontext=u:object_r:system_data_file:s0 tclass=file
07-26 15:27:46.930  2955  2955 I kernel  : <3>[ 1756.787442] omapdrm omapdrm.0: already a pending flip
07-26 15:27:48.770  2955  2955 I kernel  : <6>[ 1758.629309] usb 3-1: USB disconnect, device number 5
07-26 15:28:18.490  2955  2955 I kernel  : <3>[ 1788.348317] omapdrm omapdrm.0: already a pending flip
07-26 15:28:19.000  2955  2955 I kernel  : <3>[ 1788.855437] omapdrm omapdrm.0: already a pending flip
07-26 15:29:47.830  2955  2955 I kernel  : <6>[ 1877.684655] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:29:47.830  2955  2955 I kernel  : <6>[ 1877.685503] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:29:47.830  2955  2955 I kernel  : <6>[ 1877.687179] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:29:47.830  2955  2955 I kernel  : <6>[ 1877.690460] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:29:54.213  2955  2955 I kernel  : <6>[ 1884.073393] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:29:54.220  2955  2955 I kernel  : <6>[ 1884.074290] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:29:54.220  2955  2955 I kernel  : <6>[ 1884.077220] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:29:54.220  2955  2955 I kernel  : <6>[ 1884.080867] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:30:00.640  2955  2955 I kernel  : <6>[ 1890.497663] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:30:00.640  2955  2955 I kernel  : <6>[ 1890.498579] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:30:00.640  2955  2955 I kernel  : <6>[ 1890.500255] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:30:00.650  2955  2955 I kernel  : <6>[ 1890.504149] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:35:48.170  2955  2955 I kernel  : <6>[ 2238.027250] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:35:48.170  2955  2955 I kernel  : <6>[ 2238.028099] CFG80211-ERROR) wl_notify_connect_status_ap : event WLC_E_DEAUTH(5) status 0 reason 3
07-26 15:35:48.170  2955  2955 I kernel  : <6>[ 2238.029698] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:35:48.180  2955  2955 I kernel  : <6>[ 2238.032874] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
07-26 15:35:54.590  2955  2955 I kernel  : <6>[ 2244.446245] CFG80211-ERROR) wl_cfg80211_del_station : Disconnect STA : 94:65:2d:01:4b:45 scb_val.val 3
